investimento_marketing,preco_medicamento,mes,demanda
13500,392,6,145
12545,215,9,60
6241,145,12,19
24778,706,3,293
23821,281,4,92
5695,906,9,407
12530,943,10,425
48080,817,8,265
15318,174,10,34
23331,600,6,252
27355,127,12,44
12324,442,3,180
29149,54,12,72
4218,890,9,415
21141,63,9,38
37784,674,11,230
3837,742,6,336
40802,435,2,136
41077,304,7,54
15379,466,9,168
5239,537,9,218
45896,749,3,278
21812,46,2,33
30669,246,12,15
49624,815,5,302
10611,920,11,409
5150,444,10,199
12109,587,7,228
35214,387,3,112
27016,329,12,65
12936,867,4,400
12036,124,10,13
40236,37,2,67
15021,224,12,48
37943,62,12,105
49158,108,11,81
38848,605,10,188
16471,176,12,19
48661,285,2,38
24244,153,7,0
49777,483,2,136
39985,620,1,213
39440,767,4,301
2502,151,6,40
35178,760,10,268
4770,53,10,34
43865,102,4,31
5001,948,1,450
21946,151,1,35
1598,447,9,184
31316,885,1,368
26567,223,7,46
27508,818,11,314
44744,355,12,55
40159,981,12,381
31276,516,12,178
24671,461,7,146
17450,847,1,387
15908,277,1,114
45358,311,6,44
36518,985,8,394
32212,144,7,4
43684,975,6,391
7806,682,10,284
40197,890,3,353
41891,778,12,276
19015,194,11,30
40220,903,7,354
18158,511,6,218
16456,888,8,378
28588,833,4,351
23491,99,9,23
25188,638,1,260
28079,831,12,311
5019,934,7,434
13419,324,9,119
34697,529,10,168
20396,363,1,138
40032,589,10,203
30892,110,3,21
8973,666,7,287
43465,881,9,326
22113,188,1,55
12136,353,6,132
20203,653,11,243
32285,255,2,59
24039,418,5,138
2184,607,7,274
23727,840,7,370
17911,496,10,187
1916,554,7,247
4574,864,12,386
37087,604,4,206
18790,107,12,22
18625,634,6,255
6206,625,11,270
20517,980,10,416
38696,847,6,338
17105,797,7,335
36656,272,9,33
3690,377,6,175
37859,77,12,71
47728,962,10,331
1690,418,1,205
26103,540,8,197
35263,544,2,203
12085,938,3,447
26825,436,12,138
11720,412,5,147
39641,662,6,230
38271,241,7,37
12720,348,12,112
47732,391,4,78
1897,530,3,248
18094,172,9,37
37463,912,4,363
36454,898,9,349
24572,499,9,171
39546,602,11,170
16150,951,12,407
17799,876,3,400
10663,39,3,6
37948,612,11,204
38030,969,8,392
28007,247,1,84
36283,365,6,85
26671,38,6,57
26385,463,9,152
12236,696,2,327
23024,387,8,121
47872,918,7,336
40384,638,2,215
18376,908,1,411
38138,879,4,347
19157,745,2,327
20945,770,3,336
37584,166,2,6
24017,712,9,281
2756,523,4,245
36141,449,1,153
3576,867,8,405
26467,459,4,161
37952,217,10,4
32205,306,11,63
36165,584,11,185
13674,388,8,152
44094,259,8,11
44314,821,9,280
23353,306,12,65
30849,719,10,271
5535,414,7,165
48367,537,4,172
42936,814,12,282
18118,794,12,296
1632,580,2,290
14280,883,6,398
15746,731,4,324
38036,79,6,43
20285,564,8,225
19047,322,3,114
49089,263,1,14
11207,703,5,309
6591,226,12,53
28757,394,3,122
17226,302,6,95
30732,497,3,196
28206,41,1,55
21256,578,9,209
34822,368,5,97
42340,508,2,176
47347,963,2,395
44351,689,11,235
41775,277,9,35
49671,674,12,198
10784,66,1,11
38029,46,10,84
36157,986,3,406
20937,46,12,68
47707,416,10,89
12219,970,11,444
10399,164,7,48
34312,606,1,225
28657,718,2,287
21047,541,6,202
36007,140,9,22
11559,820,12,348
21157,481,9,156
36395,696,12,232
7618,401,8,179
45891,795,3,297
7780,692,2,328
28050,922,1,417
9015,437,11,153
4130,346,11,146
29083,410,9,121
17480,316,5,95
48599,649,12,200
36476,842,3,339
39165,794,10,284
12528,103,10,4
6914,165,11,41
38136,190,5,1
12179,353,11,113
21472,443,12,135
13076,328,3,139
25783,545,9,210
47716,680,1,233
14824,900,1,405
5299,782,3,345
47888,588,6,149
9118,366,11,114
11756,321,2,141
8953,941,1,452
38552,366,8,75
16185,427,11,143
42792,152,10,38
15674,701,9,279
45476,633,10,201
34927,125,12,46
1386,190,1,88
27617,659,3,260
8192,269,5,98
11745,563,7,246
31020,747,10,309
43678,281,4,46
22159,861,6,366
4409,513,1,240
26745,263,4,72
46948,470,8,114
30455,922,5,382
39910,816,8,311
39735,309,12,41
30166,282,1,90
40973,868,10,342
29072,864,9,335
49774,333,4,53
13109,104,9,2
46802,434,8,96
3484,348,8,138
35622,64,12,95
45399,834,2,307
3597,352,3,156
41597,484,10,107
41954,219,9,0
4983,220,3,79
40452,348,8,74
44151,699,5,246
18040,259,7,66
45772,903,4,346
31554,817,8,318
28916,721,4,288
45871,602,5,181
27372,676,1,279
40080,378,10,85
41706,920,8,353
43722,740,7,249
30048,379,11,88
20669,397,5,143
10777,404,6,170
37331,739,1,297
21968,484,8,174
38809,241,9,17
12292,818,11,359
41794,694,5,239
14923,384,10,138
28703,91,7,24
19657,259,10,62
4629,523,4,236
3114,433,6,201
35445,146,2,4
36862,506,4,172
26574,616,5,243
33349,546,9,179
23257,267,9,54
36052,501,8,154
38820,331,12,26
18973,463,4,175
26737,302,6,75
13047,21,7,34
23113,93,1,2
1694,83,1,25
16588,792,4,367
46823,366,3,69
49848,343,10,30
21067,258,4,76
7704,416,9,154
41136,356,2,93
2971,360,4,163
48361,298,7,26
41823,372,2,100
12441,965,8,426
32476,911,10,365
15677,482,4,195
28818,481,9,129
2868,732,1,352
19055,312,7,86
2728,817,1,391
8632,752,11,346
13043,426,10,158
7403,181,11,29
16732,522,9,212
19526,467,12,160
10340,714,10,285
39952,474,12,132
23394,904,10,364
34021,284,12,47
5102,151,1,57
37310,853,3,336
20159,139,12,15
7212,911,7,429
32824,238,1,39
38405,436,5,133
12525,691,6,318
29760,524,3,203
45239,319,6,59
46268,128,4,48
28457,257,6,43
49015,312,6,38
11532,598,4,274
14518,847,1,397
7476,206,3,80
20743,55,11,35
2004,580,10,267
44054,275,7,28
38485,454,2,146
4271,638,4,309
46482,27,6,110
1209,767,5,373
26463,197,6,39
6539,261,5,90
20977,60,9,42
9606,376,11,139
45384,776,12,268
35052,132,2,6
4148,896,4,435
34536,787,1,327
6607,185,12,42
20586,523,7,208
30250,873,1,399
19594,97,6,26
8399,738,10,334
26117,842,10,355
34126,897,9,341
34617,215,2,37
8498,421,1,187
38290,852,12,305
46541,83,11,94
10628,671,11,276
1329,905,11,424
39619,444,10,126
8032,61,3,13
49094,392,6,79
39034,975,7,384
38122,325,11,58
21622,228,8,43
29584,486,4,176
48850,951,8,357
5722,323,7,143
18772,986,11,418
21569,604,8,258
42679,411,5,94
4235,172,10,28
5576,666,7,305
27707,381,4,114
34868,283,1,73
42632,235,3,23
42476,740,12,255
31285,735,10,279
25154,641,9,247
21054,562,11,225
18165,543,4,220
15439,658,5,302
45518,844,3,326
23515,213,12,41
27962,671,11,250
43549,46,6,85
38763,65,4,71
45754,666,5,227
46278,848,11,301
20464,973,7,436
43036,77,12,75
31413,32,7,80
34270,968,9,384
43299,631,2,232
21269,980,4,456
32541,68,8,71
9009,822,4,393
18007,113,12,15
27462,626,3,258
12542,676,10,294
18434,603,6,245
30765,470,3,156
24769,398,12,107
23465,29,12,74
22868,693,2,305
21156,745,9,301
21300,535,3,213
14435,243,1,104
5114,400,12,175
47336,560,12,149
37135,321,9,67
9095,222,5,91
38909,961,7,402
4951,608,2,295
22468,590,1,231
28073,976,6,405
48655,215,5,19
35341,341,10,77
47127,437,6,96
3768,638,2,293
39070,361,7,66
47514,408,1,109
34979,28,11,84
26351,551,8,200
16445,168,7,29
49583,402,7,94
2160,548,6,257
23361,31,10,72
8041,495,5,222
19767,613,9,239
11846,598,3,262
39644,664,9,213
20924,975,5,425
46657,72,8,91
14882,455,11,160
15738,225,3,69
22019,963,7,408
2095,934,10,456
39669,764,4,284
41983,932,5,388
46679,73,4,64
15123,599,9,233
29132,509,12,162
2079,822,7,387
30657,363,6,100
46278,188,6,35
33375,928,11,386
25754,180,10,16
32153,546,7,174
19344,722,5,310
35241,546,10,174
38656,306,3,60
5979,894,11,414
2212,431,11,169
10001,541,3,245
14248,588,7,246
34187,218,11,16
16608,180,10,22
37427,794,1,322
32368,408,4,125
6283,493,10,208
26854,400,8,123
11715,784,4,362
17165,650,1,291
35108,611,5,229
27797,143,1,23
48573,844,9,280
11584,91,8,4
15780,187,7,62
38905,303,5,60
22573,513,4,190
34359,55,7,46
1526,843,3,404
8855,194,8,56
44463,218,5,23
35060,135,5,11
30482,955,1,416
17571,334,10,115
32740,958,11,388
20142,239,8,53
26104,910,7,379
9625,597,1,272
40199,796,12,288
16926,153,12,4
32218,650,4,250
45472,141,4,28
27380,852,12,338
21566,918,9,385
34205,989,10,393
44548,440,2,130
30717,914,4,374
42756,511,10,142
26135,618,3,241
29164,308,10,52
9953,668,5,304
39562,72,12,75
4574,224,7,93
21169,367,5,136
22604,70,5,32
25134,858,4,360
24202,941,9,414
1684,931,6,454
38001,59,10,90
46765,269,6,32
9007,237,11,70
36096,198,6,8
42787,570,6,180
10255,202,1,92
33262,755,11,276
19093,183,6,64
6782,765,4,364
2234,396,2,191
38973,724,6,282
35188,516,1,178
32996,616,12,215
30204,480,1,160
18152,774,5,332
43364,493,6,144
26019,704,2,287
20488,924,10,408
38123,56,8,74
20689,618,4,268
29506,660,12,227
18715,725,4,318
42029,338,10,76
14765,574,5,256
22942,431,10,140
39712,375,4,93
40894,690,11,246
39031,636,5,244
21478,984,10,423
23551,248,3,52
49068,748,8,257
29072,283,6,63
36561,949,8,404
3892,506,5,203
34966,580,7,210
25395,371,10,104
19756,461,7,189
23174,654,6,259
35651,478,12,138
1797,834,10,381
9209,44,4,5
42003,150,6,32
22346,960,9,398
49025,389,11,78
29024,455,12,117
30414,243,4,56
41818,630,6,209
6947,371,6,163
10617,821,3,379
21704,504,4,200
29702,216,3,20
2892,128,3,57
30754,879,10,332
4424,239,12,85
43218,795,4,283
14418,942,4,420
30886,739,6,294
35783,338,4,87
24057,101,6,17
5833,556,2,260
10894,717,4,321
49710,451,2,119
42833,916,12,346
1565,27,8,8
41180,655,12,206
19402,168,9,29
43845,117,7,45
11315,747,6,328
13834,120,8,6
3314,749,4,359
38180,386,10,77
4883,481,11,188
45152,944,2,382
11051,433,4,176
41984,278,5,49
12695,922,9,406
24123,375,5,122
8902,30,9,30
46955,435,9,99
18573,590,8,233
30374,269,5,59
13288,671,12,296
47978,866,2,317
7884,569,5,247
11559,141,11,19
19125,939,1,419
4688,84,8,14
24869,677,2,310
47882,321,7,40
39137,144,11,23
45706,331,2,81
5023,210,12,70
49750,794,11,264
18100,892,5,393
37735,469,10,118
8423,827,7,388
40218,713,6,265
13213,178,5,35
36983,372,6,89
34158,839,2,342
29460,818,10,320
32017,693,1,275
34000,282,1,70
27502,748,8,294
31990,931,3,388
20515,425,11,148
30991,712,3,283
8634,622,9,286
12498,36,6,25
11916,656,4,297
30377,279,4,59
34001,976,7,413
2391,909,6,430
44852,374,2,85
43215,508,9,133
15184,233,2,87
28114,258,8,52
12882,199,4,58
48606,438,10,103
18273,703,1,316
41670,162,1,3
46647,336,9,66
18129,263,4,69
43679,251,1,35
1427,703,3,350
32416,808,3,354
1731,608,7,276
1799,322,6,155
29873,350,8,98
8025,580,7,253
15481,968,1,462
26411,267,3,55
32358,302,9,70
41392,306,4,71
15961,959,11,412
22767,51,12,52
42000,519,11,123
37135,689,12,220
22392,549,3,206
14262,400,5,151
6229,82,8,2
24772,147,1,25
19799,547,2,221
47515,182,7,18
24555,977,1,438
27616,270,11,61
20333,668,5,283
5261,849,10,378
4466,314,8,113
47553,198,6,19
4088,248,3,93
46783,902,7,351
2115,413,3,188
5578,711,12,317
3590,415,5,181
8372,91,7,16
4573,337,2,159
3978,918,10,412
44407,614,4,204
10422,398,2,181
44626,926,7,368
24697,155,3,28
31820,749,9,285
38743,640,11,222
5925,397,6,166
30430,938,1,416
29834,138,10,19
25435,925,8,384
22676,549,7,213
44554,863,1,329
20814,954,3,423
15716,685,3,311
28528,542,3,216
2995,669,7,292
23414,406,6,127
14844,593,11,237
37659,602,12,187
16522,592,2,260
40913,663,5,228
9498,592,6,257
43322,923,12,359
3102,889,2,421
36798,288,1,54
9524,543,4,245
31846,566,12,180
9107,505,4,211
19268,457,4,144
48703,582,1,185
25399,574,3,224
10624,759,7,329
28126,130,4,13
24131,341,2,111
49591,546,8,163
21714,196,11,20
41631,693,1,257
36877,570,9,199
19570,557,5,218
13482,643,2,300
35318,984,4,396
34414,963,3,412
22040,492,7,171
14407,582,6,251
46468,898,11,310
34305,407,12,85
15166,117,11,10
7572,430,9,179
34002,394,4,113
27972,189,12,10
47835,75,3,56
43464,752,7,273
47918,344,6,59
23923,677,5,282
2909,976,10,455
45918,279,7,32
33848,660,5,247
3083,581,9,260
47146,359,12,64
48985,857,4,319
18140,423,1,180
3670,551,10,247
37519,193,12,5
45512,814,5,299
39029,557,1,193
15691,179,12,21
40620,29,1,77
35262,613,1,233
26595,275,1,80
34440,636,8,234
9630,671,2,305
32250,733,9,276
29798,363,7,95
44036,555,11,157
34212,392,3,119
42925,454,9,122
12982,953,4,440
9655,65,7,28
19582,748,3,344
36055,923,5,379
45725,74,4,74
5008,97,6,28
45464,510,12,127
42872,690,9,233
1496,875,5,411
35231,291,1,74
24212,679,5,293
21637,569,5,209
46227,130,9,53
17877,34,8,44
18810,97,5,0
10884,520,5,222
3723,607,2,280
5761,437,9,181
8630,859,11,387
17375,294,4,113
42509,513,7,139
26218,216,10,30
31565,395,6,111
38118,750,5,277
33975,82,11,58
28073,380,11,102
5190,992,5,471
2883,563,7,247
3886,764,2,376
9953,129,9,20
9381,696,2,320
24238,213,9,28
14795,538,11,200
31428,963,4,420
10638,670,10,287
5931,478,11,190
43623,874,10,333
39492,818,6,294
27411,959,1,437
46188,320,5,64
21534,987,6,440
37828,587,9,199
30181,691,9,253
38533,515,9,153
20996,168,3,42
7553,818,4,361
41146,788,8,280
19073,480,8,175
8130,158,2,50
30405,880,8,351
36954,855,7,331
6789,311,9,110
29930,354,5,103
49890,718,2,247
18529,854,5,374
8942,203,2,80
8548,326,12,94
19296,944,5,418
33244,917,9,367
1296,281,7,125
3409,946,7,455
35229,329,1,91
31846,363,9,94
36036,443,6,139
40322,676,7,223
28167,792,12,293
29991,533,2,210
18801,845,1,385
8358,543,11,238
23588,280,4,86
18671,381,12,124
18502,975,9,425
26128,188,9,24
32645,679,11,259
8637,219,3,89
1660,404,1,183
42675,331,2,81
7922,601,9,238
29161,331,9,89
45721,585,12,164
4970,414,1,191
4407,790,9,370
28843,370,1,141
10046,47,10,37
24800,898,4,376
15547,894,5,387
38528,651,8,233
32389,152,5,7
31346,399,5,121
23748,621,4,252
47233,547,9,156
37855,306,8,46
26848,303,9,45
8607,922,7,420
37787,761,7,282
34583,668,5,256
13563,826,10,349
47060,246,1,50
49926,446,12,90
34690,46,6,68
46697,351,10,50
30176,136,6,9
15925,108,10,11
22251,638,4,248
18648,752,2,330
21108,754,1,332
11979,141,3,25
3722,913,11,404
6355,885,9,405
47069,52,12,102
29799,622,1,244
36318,715,5,258
33705,907,10,346
44909,789,6,296
24070,417,9,144
12284,544,1,253
22737,43,12,65
24241,344,5,112
28414,53,1,38
21895,266,2,96
27771,874,2,384
2384,38,11,24
23689,49,5,22
28475,68,10,71
9252,958,4,437
31844,931,6,370
31151,199,5,15
41006,389,2,125
24365,903,9,365
7026,757,10,327
33767,964,8,394
29523,414,9,125
11482,609,11,241
47569,515,6,160
49888,450,5,101
49348,226,5,6
42432,54,2,66
26108,781,11,303
1493,602,4,300
17465,432,2,191
40767,383,2,101
30550,329,12,68
14833,298,8,93
3970,171,4,76
33779,246,12,11
30958,262,4,45
49319,29,7,102
18145,848,4,387
36953,411,9,110
2806,67,9,2
6664,643,12,268
29900,223,3,23
15126,913,6,400
46662,176,7,24
6154,874,3,410
23208,45,4,39
14767,440,1,187
21043,839,11,328
48994,697,9,230
2525,780,7,358
34528,793,10,292
17978,283,7,66
47648,548,9,172
2055,607,12,251
11046,977,6,459
36851,489,8,162
16678,273,5,98
45876,737,8,268
27624,565,12,179
43418,166,10,50
39725,345,1,97
6255,357,3,159
10411,759,4,335
43459,137,11,68
37163,184,9,11
34971,569,8,195
32235,930,8,391
20194,889,2,410
20476,827,7,335
4044,668,12,302
41040,840,3,325
22057,777,6,329
4514,217,4,91
10990,393,6,172
39960,597,4,209
44535,611,3,191
8507,583,2,269
5857,148,4,45
13118,433,10,175
4146,399,2,186
27401,899,7,376
27177,20,1,46
39524,186,11,23
5414,35,1,1
18494,676,5,296
21437,131,7,9
4937,387,1,181
37731,121,12,72
22326,613,12,233
39665,425,4,126
9974,526,5,231
48145,630,2,209
18500,690,7,277
49824,59,4,86
2750,686,8,324
5027,567,1,264
45296,400,10,64
6745,778,1,372
22448,535,1,222
43447,516,4,142
29451,905,1,404
29207,984,5,417
6938,300,6,115
13150,370,7,135
14406,353,8,117
20781,945,8,419
38621,962,2,400
19325,780,12,319
4148,543,4,262
29879,302,7,85
8933,960,9,422
10436,747,9,324
18669,338,11,108
7474,842,3,406
48447,433,12,84
12228,613,7,252
34538,33,4,56
2843,75,9,1
1073,422,7,173
17059,361,6,123
21733,813,9,344
41768,218,7,6
26395,879,11,357
21202,697,8,287
14273,984,11,431
49889,311,5,46
34099,677,4,268
8512,460,1,205
29231,97,8,43
24274,131,6,11
38699,554,4,198
46510,394,3,85
23409,135,5,10
47194,161,4,15
6113,216,11,72
42187,809,11,300
3881,559,7,262
46913,318,6,33
47324,95,3,47
20249,549,12,191
36343,119,10,28
13714,498,11,202
39953,992,12,388
9656,487,1,215
6741,655,7,295
17661,896,5,398
32555,311,1,95
29690,144,1,15
33833,538,6,195
38030,42,4,74
6704,181,8,50
49123,648,2,223
42362,525,4,169
13175,901,12,385
13696,883,8,381
40023,40,12,90
41209,783,8,278
29054,857,5,362
22076,483,3,191
15986,502,4,209
47118,521,3,146
15440,962,11,422
8960,328,2,161
23462,615,4,258
18821,893,9,362
28258,572,6,228
28353,222,4,61
24416,435,1,158
23115,659,7,255
47433,161,2,17
25968,875,12,344
23731,634,6,256
23785,126,10,5
40397,548,1,173
14828,556,7,234
5541,595,4,288
41644,988,11,395
14311,873,3,386
31531,906,10,358
15588,768,7,323
13380,707,3,299
43645,310,8,49
18818,824,11,320
31857,330,4,91
22711,932,3,411
6097,687,7,296
29393,404,7,122
23076,72,9,46
19738,604,10,237
30317,202,7,15
40229,388,6,82
8044,720,3,329
6497,32,4,5
14751,578,8,235
30882,979,6,414
43072,179,9,23
44194,303,8,24
44826,584,8,177
23449,306,11,65
45028,27,10,112
34402,91,10,66
33543,911,7,378
30362,117,10,34
28315,106,11,55
28746,861,1,377
11057,120,5,1
47113,300,7,43
43915,902,10,336
22061,308,9,75
35157,768,12,276
46839,215,4,22
12322,410,8,152
5276,628,1,299
13306,469,4,201
35017,387,4,114
28742,449,2,182
32600,115,11,35
18629,280,11,62
9245,531,3,236
32414,140,3,14
44870,385,9,57
31098,804,7,327
49994,351,2,78
11588,71,9,24
1442,415,8,182
40744,337,6,71
38443,694,6,225
12803,721,12,286
41721,296,2,57
38145,616,3,218
11599,213,6,63
8058,712,12,317
18206,40,3,29
12894,418,11,152
3939,734,11,333
23149,221,7,47
2031,485,5,236
11208,170,4,66
1562,915,8,437
44498,178,11,25
21951,329,11,68
49920,970,2,365
47766,523,3,162
29351,45,10,71
19680,840,12,345
22586,85,4,9
10308,954,12,430
10609,282,10,93
30495,491,6,171
18675,186,5,42
29064,819,5,316
9720,173,7,47
43940,362,8,82
15457,737,6,322
3939,432,3,187
48113,684,4,213
49926,203,1,12
39203,690,11,233
24365,213,5,39
6392,21,12,48
26905,234,10,35
8972,706,8,311
31653,606,3,235
27329,816,10,336
20184,658,4,267
15799,502,4,217
16052,580,6,256
7044,988,9,458
20871,51,10,29
24767,689,3,290
48183,34,4,87
21234,337,6,109
22381,865,6,375
18274,262,7,73
47626,36,1,99
23304,553,9,228
18572,775,2,329
39412,945,4,396
26965,100,3,17
19384,675,3,277
18855,455,11,159
18920,27,5,41
17702,979,7,426
38921,698,12,225
2894,306,7,138
31985,799,7,310
29287,820,3,343
8991,205,9,53
16439,543,6,216
30084,812,11,313
43235,441,12,98
28659,835,11,322
25976,485,10,165
39703,102,11,69
18107,586,8,240
3329,662,1,302
43095,656,4,225
3770,502,7,220
5846,344,12,130
17651,438,9,158
15633,70,12,37
14628,46,3,28
1569,696,12,320
2973,931,11,440
36590,812,12,301
34038,564,6,200
8641,81,8,4
9930,676,11,280
7680,190,3,68
2257,305,6,132
9250,828,9,355
39138,136,9,60
29757,23,6,71
5858,85,5,11
42349,79,1,49
14491,924,3,435
26294,521,3,189
46204,818,12,283
46638,876,4,333
7908,248,5,92
11844,119,11,15
38629,138,8,45
3911,88,11,5
9991,683,9,303
12572,811,12,355
44066,240,7,19
30693,960,10,397
41004,242,6,32
39333,696,3,257
18493,973,9,419
40697,523,10,163
18634,230,1,54
25561,810,9,337
19033,950,3,448
8351,594,9,247
26921,905,10,369
20340,901,1,411
15901,281,8,83
11638,537,6,228
39596,267,9,20
22378,760,4,325
45324,817,12,287
23820,276,5,73
26060,82,6,37
33642,411,12,103
26378,559,9,200
9150,876,6,389
43875,436,9,103
25059,72,2,6
35525,783,4,308
19193,57,3,19
44967,327,4,59
28801,865,1,370
27246,670,2,274
13807,917,4,416
18535,72,10,19
6492,625,4,265
32357,625,5,232
7302,471,9,205
33314,480,1,185
49697,794,8,269
5747,505,3,236
48006,854,9,301
42170,156,11,61
11686,993,8,449
38449,391,8,84
19891,978,9,432
37196,275,4,48
30928,414,12,118
8494,56,5,8
37723,673,12,223
30877,166,7,15
28981,27,2,60
15026,270,7,57
21422,666,12,255
10244,590,3,262
34481,654,6,233
24644,466,6,165
44848,282,6,24
9521,651,10,282
2746,458,2,224
18591,278,9,80
27718,342,8,102
3696,549,7,263
13012,320,11,103
15688,884,12,397
24457,504,12,171
6036,111,9,37
40895,183,4,18
30960,675,2,274
37486,354,4,118
23159,944,12,389
8910,334,10,117
3693,933,11,432
16858,964,3,423
29810,257,2,57
21092,705,2,307
24243,102,8,27
49700,688,5,214
31505,985,12,406
8692,128,6,37
29555,197,8,15
7398,269,7,115
8252,784,7,352
12721,586,12,215
18939,686,7,285
12825,922,12,415
26251,110,11,39
37955,358,11,54
25151,657,7,284
1036,868,8,403
29412,188,1,26
19171,158,3,27
40051,536,1,183
33761,597,8,206
16202,642,2,285
9060,203,7,48
9065,799,6,362
30873,189,11,24
37648,381,1,103
6932,263,12,81
27470,862,6,367
9328,157,9,27
7333,47,3,8
47638,538,12,144
12268,417,7,167
6067,352,4,165
49384,984,1,373
45843,336,7,67
18045,582,1,249
41741,445,11,114
23770,155,4,32
43770,709,9,242
8887,660,5,299
34182,728,7,259
33370,286,7,51
40618,126,12,56
25918,579,3,221
36497,157,11,25
29026,930,8,389
12929,634,1,295
48756,66,4,69
37665,684,10,234
35937,387,4,124
14563,25,2,20
29546,542,6,181
13888,548,1,240
38338,674,3,252
35283,291,9,53
17958,843,12,358
13634,85,10,27
20251,439,6,160
47566,358,2,83
20928,953,12,402
38245,517,12,155
17455,488,9,181
28144,350,2,112
29013,787,12,293
22876,658,7,277
27962,150,1,15
29084,549,5,196
43319,738,7,263
22143,620,3,243
27091,457,4,156
15179,262,5,75
33807,482,3,175
11222,369,6,162
24949,36,3,44
17116,485,8,205
49817,754,7,262
38564,901,1,371
38374,382,2,101
18667,229,4,64
9775,630,5,266
30655,544,11,185
48632,850,10,307
15193,801,11,314
15676,718,4,317
31776,439,4,143
44225,805,9,293
18199,152,4,36
49812,33,4,94
16066,812,4,351
19895,63,2,12
1246,396,8,196
22209,314,4,112
40284,415,5,93
17800,123,8,27
